channel_id	description
UCrDmZcV08sIsQEvit9mMvkw	"Oficjalny kanał Plusa na YouTube :)  Oglądaj reklamy, testy telefonów i poradniki. Nie zapomnij o subie! :)

PROSTA I ELASTYCZNA OFERTA
www.plus.pl"
UCxVSCulhHXqcNU0DUj59uZQ	
UC9JRoxMP1Pu4-JthpKXAOjA	Hello! Motivational videos created by volleyball player. Here you will find a powerful boost of energy for your future victories. Subscribe!
UCFjYnAyQybsQ6MCXxKX3WPA	Zenit Kazan Official Channel
UCG2X26L96B7kod6JSFgZ2jA	"〜〜〜〜重要な情報　　Important information ข้อมูลสำคัญ   〜〜〜
☆　poohsan1053のバレーボールのビデオは以下のチャンネルに順次移行する予定です。
　　poohsan1053ともどもチャンネル登録お願いします。
☆ The poohsan1053 volleyball video will be transferred to the following channels in sequence.
  Please subscribe with poohsan1053.
☆วิดีโอวอลเลย์บอล poohsan 1053 จะถูกถ่ายโอนไปยังช่องต่อไปนี้ตามลำดับ
  กรุณาสมัครสมาชิกกับ poohsan1053

＝＝＝＝＝＝＝＝＝
Poohsan1053_Volleyball_NPO:NonProfitOriginal
https://www.youtube.com/channel/UC8Svz2cKd2uv1Zfyl_u3Cew/videos
＝＝＝＝＝＝＝＝＝
ーー「今」を撮る　ーー
旅行と乗り物を中心にしたチャンネルです。
ひたすらに歩き回って撮り続けます。
毎週 金曜日に新しい動画をアップするよう心がけています。
**** 
「もう一つのpoohsan1053 TV」
　　を作りました。
　　http://poohsan1053.org
 ****  ****  ***

——————————————————————————
歩きながら今を捕まえる．
大道芸．祭り、旅行、列車、
世界の今を日本の人々に.
日本の今を世界の人々に.
＝＝＝＝＝＝＝＝＝
♪  New video will be uploaded every Friday.
— — — — — — — — —
Capture　""NOW""
in our lives while walking.
Street performance, festival,
travel, train, etc.

I'll send what happens ""NOW""
in Japan, to the people of the world.
~~~~~~~~~~~~"
UCoEMagRUvrXELuJZwS4DevA	"Has anyone ever told you that ""you're too short or too tall"", ""you're not good enough"", or ""you're not the right ethnicity"" to accomplish your dreams?  I've been told that my whole life, and I'm sure you heard that too.  This is a common response from people who put limits on their own abilities, don't understand success, and are not worth your time.  I'm here to tell you that you can dream as big as you want and the only person who can stop you is YOU.  

Elevate Yourself provides volleyball tutorials, jump training, and inspirational content with an underdog theme.  The mission is to empower people to achieve their life goals by developing strong character, self awareness, hard work, dedication, and most importantly, belief in themselves.  

Subscribe to this channel and follow me on my own journey to becoming the best version of myself, and inspire you to do the same for yourself.  Please considering supporting Elevate Yourself through my Patreon (https://bit.ly/369o6lw)!

"
UCWovkWYgVrH4ytL3qT2B1MA	Best of Volleyball and Beach Volleyball
UCoVKRbpoZ_TaK8Dhc2r5btA	"💪🏐Welcome to the best volleyball channel! 🏐👌
Here you will find many interesting categories such as: 
➤ How To Play Volleyball?
➤ How To Train?
➤ How To Increase Vertical Jump?
Also in our channel you will find a powerful boost of energy for your future victories🏆😍👍
Subscribe, we are always interesting!💙💜❤"
UCzUNrOFGh-VlivEWVy8L4Kw	"IFFLive is the second channel of the International Floorball Federation. 

It is primarily used for live streaming during major events when we have two arenas."
UC8XRC858pOERvclUDb_d7rg	"Welcome to the CEV - European Volleyball Confederation official YouTube channel.

The CEV is a confederation of 56 national federations and is responsible for the organization of all #Volleyball and #BeachVolleyball competitions in Europe.  
The CEV headquarters are located in Luxembourg.

Make sure to subscribe, follow our social channels, and visit our website:
📺 https://www.eurovolley.tv 📺
👍 https://www.facebook.com/CEVolleyball👍
🐤 https://twitter.com/CEVolleyball 🐤
📱 https://www.instagram.com/cevolleyball/📱
🎥 https://www.youtube.com/user/CEVolleyball 🎥 
💻 https://www.cev.eu 💻

Download the CEV app: 
📱 http://apple.co/1GKgC6s 📱
📱 http://bit.ly/1vAAhl3 (Google Play)📱"
UC5KSl4UEaCJe62SPQjCtG4g	"Vídeos de Vôlei dos principais campeonatos estaduais , nacionais e de seleções .
Superliga , Paulista , Copa Brasil , Italiano , Sul-Americano e Mundial de Clubes , Europeu de Clubes , Copa Itália , Grand Prix , Copa dos Campeões , Liga Mundial e Mundial feminino e masculino com os jogos do Brasil . 
Bem vindos "
UCCZRPN6Zw5qItHUyXX8BwhQ	
UC3Ov24VT6jT4WwTRN22kWgA	Volleyball. 9man. Shoes. Dunking. Anything. Not your typical everyday person.
UCUhAEljbC3MwnI9-ueItMQA	"Welcome to (IHF) The Official International Handball Federation Channel on Youtube. Here you can enjoy the best videos of Handball matches, competitions, highlights, profiles, interviews and more.
Subscribe now to the IHF channel and be updated daily with the latest videos about Handball worldwide.
Visit Our Official Website: http://www.ihf.info"
UCF0hDrh9A45LVobyT2ZkXOg	
UCU9qXmIDsn7qY4dlksXlPxw	Ball State Sports Link and Digital Sports Production provides students with skills and applications using digital technology to create sports content for distribution across multiple platforms. Emphasis is given to feature production and live event production to ESPN platforms.
UCIg4xdfCK3K7sXHmabs1IkQ	Official Account PROLIGA
UCdKyM0XmuvQrD0o5TNhUtkQ	"明镜火拍属明镜电视家族成员，主打评论、访谈等原创资讯类内容；综合直播、连线、现场等不同形式；话题涵盖国际政治、经济金融、军事法律、科技教育、健康生活等各方面。明镜力求打造多元、真实、独立的媒体平台，立足华语世界，纵览全球风云。

激赏明镜：https://www.paypal.me/huopai
明镜火拍Twitter：https://twitter.com/MingjingLive 
明镜火拍Facebook：https://www.facebook.com/mingjinghuopai/

******
欢迎大家参与明镜节目：
热线电话：（+1）5164073560
电报电话：（+1）5165828150
skype热线：（+1）718 838 9806

明镜旗下频道：
明镜火拍
https://www.youtube.com/channel/UCdKyM0XmuvQrD0o5TNhUtkQ
明镜新闻台
https://www.youtube.com/channel/UC6xKvXKdFxPYjZGc5idYycA
明镜电视
https://www.youtube.com/channel/UC3lyWHqUY9IiP4en5jnY6vA

更多新闻资讯来源：
明镜新闻网
www.mingjingnews.com
六度新闻
www.6do.news"
UC8-Th83bH_thdKZDJCrn88g	"The Tonight Show Starring Jimmy Fallon features hilarious highlights from the show including: comedy sketches, music parodies, celebrity interviews, ridiculous games, and, of course, Jimmy's Thank You Notes and hashtags! You'll also find behind the scenes videos and other great web exclusives.

Watch The Tonight Show Starring Jimmy Fallon weeknights at 11:35/10:35c.

The Tonight Show Starring Jimmy Fallon is available now on Peacock, the new streaming service from NBCUniversal.  Watch thousands of hours of hit movies and shows, plus daily news, sports, and pop culture updates.  Stream now on Peacock: https://bit.ly/2AYGd0x"
UCWJ2lWNubArHWmf3FIHbfcQ	National Basketball Association.  Official home of the most compelling basketball action from the NBA
UCrXUsMBcfTVqwAS7DKg9C0Q	YouTube Japan 公式チャンネルでは、国内外で話題になっている様々なカテゴリの動画の再生リストをご紹介中です。YouTube が独自に実施するプログラムやイベントの動画もご紹介します。ぜひ、チャンネル登録して国内外で話題の最新動画をチェックしてください。
UCHkj014U2CQ2Nv0UZeYpE_A	Justin Bieber on Vevo - Official Music Videos, Live Performances, Interviews and more...
UCJ0uqCI0Vqr2Rrt1HseGirg	This is the official YouTube channel for The Late Late Show with James Corden on CBS.
UCANLZYMidaCbLQFWXBC95Jg	
UCbW18JZRgko_mOGm5er8Yzg	One Direction on Vevo - Official Music Videos, Live Performances, Interviews and more...
UCuaFvcY4MhZY3U43mMt1dYQ	Watch all of the latest trailers, clips, and videos from upcoming Disney movies!
UCvC4D8onUfXzvjTOM-dBfEA	Marvel Entertainment, LLC, a wholly-owned subsidiary of The Walt Disney Company, is one of the world's most prominent character-based entertainment companies, built on a proven library of over 8,000 characters featured in a variety of media over seventy years. Marvel utilizes its character franchises in entertainment, licensing and publishing.
UCGIY_O-8vW4rfX98KlMkvRg	"Welcome to the official Nintendo YouTube channel where you'll find all the latest videos, news and content from Nintendo including Nintendo Switch, Wii U and Nintendo 3DS family of systems.

For customer support, please visit http://support.nintendo.com."
UC0VOyT2OCBKdQhF3BAbZ-1g	Listen & download positions: https://arianagrande.lnk.to/positions
UCAuUUnT6oDeKwE6v1NGQxug	"The TED Talks channel features the best talks and performances from the TED Conference, where the world's leading thinkers and doers give the talk of their lives in 18 minutes (or less). Look for talks on Technology, Entertainment and Design -- plus science, business, global issues, the arts and more. You're welcome to link to or embed these videos, forward them to others and share these ideas with people you know.

TED's videos may be used for non-commercial purposes under a Creative Commons License, Attribution–Non Commercial–No Derivatives (or the CC BY – NC – ND 4.0 International) and in accordance with our TED Talks Usage Policy (https://www.ted.com/about/our-organization/our-policies-terms/ted-talks-usage-policy). For more information on using TED for commercial purposes (e.g. employee learning, in a film or online course), please submit a Media Request at https://media-requests.ted.com"
UCiWLfSweyRNmLpgEHekhoAg	"ESPN on YouTube features up-to-the-minute sports news coverage, scores, highlights and commentary for NFL, NHL, MLB, NBA, College Football, NCAA Basketball, Soccer, Fantasy, UFC/Boxing and more. 


✔ Subscribe to ESPN on YouTube: http://es.pn/SUBSCRIBEtoYOUTUBE
✔ Watch ESPN on YouTube TV: http://es.pn/YouTubeTV

Get more ESPN on YouTube:
► First Take: http://es.pn/FirstTakeonYouTube


ESPN on Social Media:
► Follow on Twitter: http://www.twitter.com/espn
► Like on Facebook: http://www.facebook.com/espn
► Follow on Instagram: http://www.instagram.com/espn

More on ESPN.com: http://www.espn.com"
UCDVYQ4Zhbm3S2dlz7P1GBDg	"The official YouTube page of the NFL.

Subscribe to the NFL YouTube channel to see immediate in-game highlights from your favorite teams and players, daily fantasy football updates, all your favorite NFL podcasts, and more!"
UCE_M8A5yxnLfW0KghEeajjw	Apple revolutionized personal technology with the introduction of the Macintosh in 1984. Today, Apple leads the world in innovation with iPhone, iPad, Mac, Apple Watch and Apple TV. Apple’s four software platforms — iOS, macOS, watchOS and tvOS — provide seamless experiences across all Apple devices and empower people with breakthrough services including the App Store, Apple Music, Apple Pay and iCloud. Apple’s more than 100,000 employees are dedicated to making the best products on earth, and to leaving the world better than we found it.
